559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
559,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
55,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
560,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
561,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
562,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
563,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
564,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
565,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
566,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
567,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
568,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
569,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
